"","date","mean_Temp","mean_Precipi","mean_Wind","mean_Snow","median_Temp","median_Precipi","median_Wind","median_Snow","max_Temp","max_Precipi","max_Wind","max_Snow","dust_avg","fine_avg","dust_grade","fine_grade","IsDustyDay"
"230",20190825,24.7041666666667,NA,1.625,NA,24.6,NA,1.3,NA,29.9,NA,3.2,NA,21.5,13,2,2,0
"231",20190826,26.275,NA,1.2875,NA,26.35,NA,1.2,NA,31.4,NA,3.1,NA,26,16,2,3,0
"232",20190827,25.7291666666667,2.85714285714286,0.941666666666667,NA,25.6,0.3,0.8,NA,29.2,NA,1.8,NA,27,18,2,3,0
"233",20190828,26.0041666666667,NA,2.025,NA,25.25,NA,2.05,NA,29.9,NA,3.8,NA,31,20,3,3,0
"234",20190829,23.5875,6.15,2.14166666666667,NA,23.8,0.85,2.1,NA,26.2,NA,4.8,NA,29,20,2,3,0
"235",20190830,22.6166666666667,0.05,2.38333333333333,NA,22.5,0,2.6,NA,26.6,NA,4.2,NA,20,10,2,2,0
"236",20190831,23.4041666666667,NA,1.90833333333333,NA,23.05,NA,2,NA,28.5,NA,3.2,NA,20,10,2,2,0
"237",20190901,23.6291666666667,NA,1.40416666666667,NA,23.85,NA,1.5,NA,27.7,NA,2.3,NA,21,13,2,2,0
"238",20190902,24.35,NA,1.5125,NA,24.45,NA,1.5,NA,29.3,NA,2.9,NA,27,15,2,2,0
"239",20190903,24.1708333333333,0,2.26666666666667,NA,23.15,0,2.15,NA,27.8,NA,3.5,NA,23,14,2,2,0
"240",20190904,22.7875,1.51333333333333,2.5125,NA,22.4,0.7,2.55,NA,25.3,NA,4.2,NA,9,4,1,1,0
"241",20190905,23.1041666666667,3.03333333333333,2.0125,NA,22.6,0.35,1.9,NA,27.1,NA,3.8,NA,11,6,1,1,0
"242",20190906,25.0416666666667,0.342857142857143,2.1,NA,25.6,0.1,2.1,NA,29.1,NA,2.8,NA,16,8,2,1,0
"243",20190909,24.9166666666667,0,1.90833333333333,NA,25,0,1.95,NA,27.8,NA,3.6,NA,37,26,3,5,1
"244",20190910,23.8833333333333,2.98095238095238,2.3875,NA,23.75,1.6,2.2,NA,26.3,NA,3.3,NA,14,9,1,2,0
"245",20190911,24.3791666666667,1.025,3.06666666666667,NA,24,0.75,3.35,NA,28.2,NA,4.1,NA,8,5,1,1,0
"246",20190912,21.2791666666667,0.354545454545455,2.74166666666667,NA,21.65,0.3,3,NA,22.8,NA,4.5,NA,12,5,1,1,0
"247",20190913,22.9791666666667,0.05,1.6375,NA,23.1,0.05,1.7,NA,29,NA,2.6,NA,13.5,6,1,1,0
"248",20190914,22.4541666666667,0.06,1.2375,NA,22.2,0,1.05,NA,24,NA,2.6,NA,19,11,2,2,0
"249",20190915,24.0916666666667,NA,1.6875,NA,24.3,NA,1.75,NA,29.5,NA,2.8,NA,16,10,2,2,0
"250",20190916,24.5791666666667,NA,2.1375,NA,23.2,NA,1.95,NA,30.4,NA,4.1,NA,13.5,6,1,1,0
"251",20190917,23.4083333333333,NA,2.09583333333333,NA,23.3,NA,2.25,NA,28.9,NA,4.1,NA,20,9,2,2,0
"252",20190918,21.4958333333333,NA,3.0625,NA,21.35,NA,3.1,NA,25.2,NA,4.8,NA,34,13,3,2,0
"253",20190919,19.3875,NA,1.7375,NA,19.05,NA,1.65,NA,26,NA,3.5,NA,29,11,2,2,0
"254",20190920,19.3833333333333,NA,1.975,NA,20.15,NA,2,NA,23.8,NA,3.2,NA,24,10,2,2,0
"255",20190921,19.7166666666667,NA,1.975,NA,19.4,NA,1.95,NA,22.1,NA,2.9,NA,16,7.5,2,1,0
"256",20190922,18.6375,0.05,3.55,NA,18.65,0,3.6,NA,19.6,NA,5.3,NA,6.5,4,1,1,0
"257",20190923,20.1083333333333,NA,2.30416666666667,NA,19.35,NA,2.25,NA,24.5,NA,4.7,NA,14.5,6,1,1,0
"258",20190924,19.7125,NA,1.83333333333333,NA,19.4,NA,1.7,NA,26.3,NA,3.1,NA,25,12,2,2,0
"259",20190925,20.7666666666667,NA,1.40416666666667,NA,21.1,NA,1.4,NA,27.2,NA,2.3,NA,31,16.5,3,3,0
"260",20190926,22.7291666666667,NA,1.70833333333333,NA,23.05,NA,1.65,NA,28.6,NA,2.5,NA,28,16,2,3,0
"261",20190927,22.9166666666667,NA,1.85,NA,22.65,NA,1.85,NA,26.9,NA,2.7,NA,23,12,2,2,0
"262",20190928,23.7375,NA,1.725,NA,22.75,NA,1.65,NA,28.8,NA,2.9,NA,28.5,18,2,3,0
"263",20190929,22.6583333333333,NA,1.68636363636364,NA,21.75,NA,1.4,NA,28.5,NA,NA,NA,38.5,25,3,4,0
"264",20190930,22.4083333333333,NA,1.5125,NA,22.1,NA,1.55,NA,29.4,NA,2.7,NA,51.5,33,5,5,1
"265",20191001,22.9541666666667,NA,1.9,NA,23.3,NA,1.9,NA,28.1,NA,3.6,NA,48,32,4,5,1
"266",20191002,21.7791666666667,1.52142857142857,2.99166666666667,NA,21.7,1.7,3.15,NA,24,NA,4.7,NA,24,17,2,3,0
"267",20191003,22.375,0.64,2.81666666666667,NA,21.5,0.4,2.75,NA,27,NA,4.2,NA,8.5,4,1,1,0
"268",20191004,22.375,NA,2.12083333333333,NA,21.75,NA,2.2,NA,27.6,NA,3.4,NA,27,16,2,3,0
"269",20191005,19.2416666666667,0.12,2.88333333333333,NA,19.7,0,3.15,NA,21.8,NA,4,NA,43,24,4,4,0
"270",20191006,17.7458333333333,NA,2.9375,NA,18.45,NA,2.65,NA,22.6,NA,4.5,NA,12,5,1,1,0
"271",20191007,15.1083333333333,1.41111111111111,1.84583333333333,NA,14.8,0.9,2,NA,17.9,NA,3.5,NA,11,7,1,1,0
"272",20191008,15.0125,NA,2.49583333333333,NA,13.6,NA,2.7,NA,19.5,NA,5.6,NA,24,10,2,2,0
"273",20191009,13.6041666666667,NA,1.6375,NA,13.15,NA,1.65,NA,20.1,NA,3.1,NA,25,9,2,2,0
"274",20191010,14.7791666666667,NA,1.26666666666667,NA,15.2,NA,1.3,NA,19.5,NA,2.1,NA,30.5,14,2,2,0
"275",20191011,18.7291666666667,NA,1.9625,NA,18.55,NA,1.8,NA,26,NA,4.2,NA,36,20.5,3,3,0
"276",20191012,18.1166666666667,NA,3.50416666666667,NA,16.75,NA,3.95,NA,23.1,NA,5.2,NA,25,12,2,2,0
"277",20191013,17.05,NA,1.93333333333333,NA,16.8,NA,2,NA,23.5,NA,3.5,NA,19,9,2,2,0
"278",20191014,14.8,NA,2.375,NA,14.6,NA,2.7,NA,19.3,NA,4.8,NA,30,15,2,2,0
"279",20191015,14.2875,NA,1.70416666666667,NA,14.6,NA,1.6,NA,20.3,NA,4.3,NA,17,9,2,2,0
"280",20191016,14.425,NA,1.6875,NA,14.55,NA,1.6,NA,20.5,NA,3.3,NA,26,17,2,3,0
"281",20191017,15.5125,NA,1.69583333333333,NA,14.6,NA,1.75,NA,21.3,NA,3.5,NA,28,19,2,3,0
"282",20191018,16.8625,NA,2.49166666666667,NA,17.1,NA,2.25,NA,22.7,NA,4,NA,16,11,2,2,0
"283",20191019,17.1458333333333,NA,1.7,NA,16.2,NA,1.7,NA,22.7,NA,3,NA,19,11,2,2,0
"284",20191020,16.6791666666667,NA,1.24166666666667,NA,15.85,NA,1.2,NA,22.8,NA,2.6,NA,38,27,3,5,1
"285",20191021,16.9833333333333,NA,1.11666666666667,NA,16.75,NA,1.1,NA,24.3,NA,1.9,NA,39,28,3,5,1
"286",20191022,18.025,NA,1.70416666666667,NA,17.75,NA,1.9,NA,23.9,NA,2.7,NA,36,26,3,5,1
"287",20191023,16.9791666666667,NA,2.32916666666667,NA,16.8,NA,2.2,NA,20.7,NA,3.1,NA,22,16,2,3,0
"288",20191024,18.35,NA,2.625,NA,17.4,NA,2.6,NA,23.5,NA,4.4,NA,27,19,2,3,0
"289",20191025,16.9708333333333,0,2.2625,NA,16.15,0,2.25,NA,21.7,NA,4.5,NA,23,13,2,2,0
"290",20191026,10.4083333333333,NA,2.70833333333333,NA,10.1,NA,2.65,NA,14.2,NA,4.9,NA,24,16,2,3,0
"291",20191027,10.6416666666667,NA,1.7,NA,11.05,NA,1.5,NA,17.2,NA,4,NA,24,17,2,3,0
"292",20191028,12.6875,0.433333333333333,2.675,NA,13.7,0.2,2.85,NA,17.6,NA,4.4,NA,32,22,3,4,0
"293",20191029,13.0458333333333,0.25,2.4,NA,12.8,0.25,2.05,NA,17.6,NA,5.1,NA,91,17,6,3,1
"294",20191030,11.0208333333333,NA,1.65,NA,11.2,NA,1.45,NA,17.7,NA,3.4,NA,24,12,2,2,0
"295",20191031,14.225,NA,2.20833333333333,NA,16.3,NA,2.05,NA,19.5,NA,4.1,NA,66,24,5,4,1
"296",20191101,15.3,NA,1.8,NA,14.75,NA,1.8,NA,20.4,NA,3.5,NA,86,34,6,5,1
"297",20191102,13.35,NA,1.42083333333333,NA,13.85,NA,1.4,NA,18.7,NA,2.8,NA,66,36,5,5,1
"298",20191103,14.7375,NA,2.19583333333333,NA,13.65,NA,1.95,NA,22,NA,4.7,NA,52,34,5,5,1
"299",20191104,13.8666666666667,NA,2.15,NA,12.9,NA,2.2,NA,20.2,NA,3.5,NA,14,8,1,1,0
"300",20191105,12.4,NA,1.52916666666667,NA,11.5,NA,1.2,NA,18.2,NA,3.4,NA,33,23,3,4,0
"301",20191106,10.95,NA,1.8625,NA,10.6,NA,1.85,NA,16.1,NA,3.9,NA,48,36,4,5,1
"302",20191107,9.57916666666667,NA,2.57083333333333,NA,9.05,NA,2.9,NA,13.5,NA,4.4,NA,45,27,4,5,1
"303",20191108,6.74583333333333,NA,1.9,NA,6.75,NA,1.7,NA,12.7,NA,4.2,NA,38,18,3,3,0
"304",20191109,9.3625,NA,1.62083333333333,NA,9.7,NA,1.4,NA,17,NA,3.2,NA,40,23,3,4,0
"305",20191110,9.7875,11.8,2.09583333333333,NA,9.45,11.8,2,NA,15,NA,3.2,NA,41,30,4,5,1
"306",20191111,11.3583333333333,0.275,2.475,NA,10.8,0.25,2.55,NA,14.9,NA,4,NA,27,18,2,3,0
"307",20191112,9.33333333333333,NA,1.2875,NA,8.85,NA,1.35,NA,14.1,NA,2.7,NA,38,25.5,3,4,0
"308",20191113,7.75416666666667,2.5,2.775,NA,7.25,2.4,2.1,NA,11.2,NA,5.1,NA,35,25,3,4,0
"309",20191114,1.52083333333333,NA,3.09166666666667,NA,1.85,NA,3.15,NA,4.8,NA,5.5,NA,17,5,2,1,0
"310",20191115,5.3,2.68571428571429,2.05833333333333,NA,5.7,1.9,2.05,NA,7.5,NA,3.4,NA,23,13,2,2,0
"311",20191116,6.85833333333333,NA,1.575,NA,6,NA,1.5,NA,12.7,NA,2.7,NA,31,20,3,3,0
"312",20191117,7.8125,4.5,3.05416666666667,NA,8.05,5.1,2.85,NA,9.9,NA,5.4,NA,27.5,15,2,2,0
"313",20191118,5.53333333333333,5.93333333333333,3.64583333333333,NA,5.15,3.1,3.95,NA,12.5,NA,5.2,NA,77,13,6,2,1
"314",20191119,0.445833333333333,0,2.71666666666667,NA,0.6,0,2.65,NA,3.9,NA,4.8,NA,30,9,2,2,0
"315",20191120,0.466666666666667,NA,1.65,NA,0.5,NA,1.35,NA,6.2,NA,3.7,NA,22,10,2,2,0
"316",20191121,3.625,NA,1.85416666666667,NA,5.5,NA,1.75,NA,8.9,NA,2.9,NA,37,18,3,3,0
"317",20191122,9.52916666666667,NA,2.25833333333333,NA,9.3,NA,2.1,NA,16.8,NA,4,NA,45,21,4,4,0
"318",20191123,11.9208333333333,NA,1.725,NA,12.5,NA,1.85,NA,17.5,NA,2.6,NA,34.5,18,3,3,0
"319",20191124,10.3833333333333,1.26666666666667,2.10416666666667,NA,9.8,0.7,1.65,NA,15.3,NA,4.8,NA,31,19,3,3,0
"320",20191125,2.14583333333333,NA,2.6125,NA,2.45,NA,2.75,NA,5.7,NA,5.2,NA,26,14,2,2,0
"321",20191126,6.3875,NA,1.9,NA,6.1,NA,1.75,NA,13.4,NA,3.6,NA,26,15,2,2,0
"322",20191127,3.47083333333333,NA,2.8,NA,3.3,NA,2.85,NA,6.3,NA,4.3,NA,39,21,3,4,0
"323",20191128,3.5125,NA,1.92083333333333,NA,2.65,NA,1.6,NA,9.9,NA,4.2,NA,37.5,20,3,3,0
"324",20191129,1.49583333333333,NA,2.125,NA,0.9,NA,2.1,NA,6.7,NA,3.8,NA,45,23,4,4,0
"325",20191130,3.79166666666667,NA,1.7375,NA,5.45,NA,1.65,NA,9.2,NA,3,NA,46,28,4,5,1
"326",20191201,4.89583333333333,0.471428571428571,1.55416666666667,NA,4.95,0.4,1.45,NA,6.1,NA,4.1,NA,41,28,4,5,1
"327",20191202,0.333333333333333,0,3.20833333333333,NA,0.6,0,3.05,NA,2.6,NA,5.6,NA,23,13,2,2,0
"328",20191203,-0.025,0,1.46666666666667,NA,1,0,1.45,NA,4.1,NA,2.2,NA,29,16,2,3,0
"329",20191204,2.34583333333333,0.3,1.91666666666667,NA,2.4,0.3,1.85,NA,7.1,NA,4.3,NA,29,15,2,2,0
"330",20191205,-3.69583333333333,NA,3.2,NA,-3.65,NA,3.8,NA,-0.2,NA,4.9,NA,26,14,2,2,0
